order_id,order_date,order_hour,category,item_name,price,item_order_count,total_spend,category_total_orders,category_total_revenue,category_avg_price
17,2023-01-01,13,Italian,Spaghetti & Meatballs,17.95,470,154.15,2948,49462.7,16.7783921302578
17,2023-01-01,13,Mexican,Chicken Burrito,12.95,455,154.15,2945,34796.799999999996,11.815551782682512
17,2023-01-01,13,Italian,Meat Lasagna,17.95,273,154.15,2948,49462.7,16.7783921302578
17,2023-01-01,13,Italian,Cheese Lasagna,15.5,207,154.15,2948,49462.7,16.7783921302578
17,2023-01-01,13,Italian,Mushroom Ravioli,15.5,359,154.15,2948,49462.7,16.7783921302578
17,2023-01-01,13,Mexican,Steak Burrito,14.95,354,154.15,2945,34796.799999999996,11.815551782682512
17,2023-01-01,13,Italian,Chicken Parmesan,17.95,364,154.15,2948,49462.7,16.7783921302578
18,2023-01-01,13,Asian,California Roll,11.95,355,11.95,3470,46720.65,13.464164265129684
19,2023-01-01,13,Asian,Pork Ramen,17.95,360,31.9,3470,46720.65,13.464164265129684
19,2023-01-01,13,Mexican,Steak Torta,13.95,489,31.9,2945,34796.799999999996,11.815551782682512
20,2023-01-01,14,Asian,Orange Chicken,16.5,456,31.0,3470,46720.65,13.464164265129684
20,2023-01-01,14,Italian,Spaghetti,14.5,367,31.0,2948,49462.7,16.7783921302578
21,2023-01-01,14,Asian,Pork Ramen,17.95,360,17.95,3470,46720.65,13.464164265129684
22,2023-01-01,14,Italian,Spaghetti,14.5,367,39.45,2948,49462.7,16.7783921302578
22,2023-01-01,14,Asian,Pork Ramen,17.95,360,39.45,3470,46720.65,13.464164265129684
22,2023-01-01,14,American,Mac & Cheese,7.0,463,39.45,2734,28237.75,10.3283650329188
23,2023-01-01,14,American,Mac & Cheese,7.0,463,7.0,2734,28237.75,10.3283650329188
24,2023-01-01,14,American,Hamburger,12.95,622,47.849999999999994,2734,28237.75,10.3283650329188
24,2023-01-01,14,Asian,Pork Ramen,17.95,360,47.849999999999994,3470,46720.65,13.464164265129684
24,2023-01-01,14,Asian,Edamame,5.0,620,47.849999999999994,3470,46720.65,13.464164265129684
24,2023-01-01,14,Mexican,Chicken Torta,11.95,379,47.849999999999994,2945,34796.799999999996,11.815551782682512
25,2023-01-01,14,Mexican,Steak Torta,13.95,489,20.95,2945,34796.799999999996,11.815551782682512
25,2023-01-01,14,American,French Fries,7.0,571,20.95,2734,28237.75,10.3283650329188
26,2023-01-01,14,Asian,Tofu Pad Thai,14.5,562,31.45,3470,46720.65,13.464164265129684
26,2023-01-01,14,Italian,Eggplant Parmesan,16.95,420,31.45,2948,49462.7,16.7783921302578
27,2023-01-01,15,American,Hamburger,12.95,622,45.4,2734,28237.75,10.3283650329188
27,2023-01-01,15,Asian,Tofu Pad Thai,14.5,562,45.4,3470,46720.65,13.464164265129684
27,2023-01-01,15,Italian,Chicken Parmesan,17.95,364,45.4,2948,49462.7,16.7783921302578
28,2023-01-01,15,American,Hot Dog,9.0,257,9.0,2734,28237.75,10.3283650329188
29,2023-01-01,15,Italian,Fettuccine Alfredo,14.5,249,14.5,2948,49462.7,16.7783921302578
30,2023-01-01,15,American,French Fries,7.0,571,7.0,2734,28237.75,10.3283650329188
31,2023-01-01,15,Italian,Mushroom Ravioli,15.5,359,20.5,2948,49462.7,16.7783921302578
31,2023-01-01,15,Asian,Edamame,5.0,620,20.5,3470,46720.65,13.464164265129684
32,2023-01-01,15,Asian,Orange Chicken,16.5,456,61.9,3470,46720.65,13.464164265129684
32,2023-01-01,15,Italian,Fettuccine Alfredo,14.5,249,61.9,2948,49462.7,16.7783921302578
32,2023-01-01,15,Asian,Pork Ramen,17.95,360,61.9,3470,46720.65,13.464164265129684
32,2023-01-01,15,Mexican,Chicken Burrito,12.95,455,61.9,2945,34796.799999999996,11.815551782682512
33,2023-01-01,15,American,Hamburger,12.95,622,27.45,2734,28237.75,10.3283650329188
33,2023-01-01,15,Italian,Fettuccine Alfredo,14.5,249,27.45,2948,49462.7,16.7783921302578
34,2023-01-01,16,Asian,Potstickers,9.0,205,9.0,3470,46720.65,13.464164265129684
35,2023-01-01,16,Italian,Fettuccine Alfredo,14.5,249,41.45,2948,49462.7,16.7783921302578
35,2023-01-01,16,Asian,Salmon Roll,14.95,324,41.45,3470,46720.65,13.464164265129684
35,2023-01-01,16,Asian,Edamame,5.0,620,41.45,3470,46720.65,13.464164265129684
35,2023-01-01,16,American,French Fries,7.0,571,41.45,2734,28237.75,10.3283650329188
36,2023-01-01,16,American,Hamburger,12.95,622,27.45,2734,28237.75,10.3283650329188
36,2023-01-01,16,Asian,Tofu Pad Thai,14.5,562,27.45,3470,46720.65,13.464164265129684
37,2023-01-01,16,Mexican,Chicken Burrito,12.95,455,28.45,2945,34796.799999999996,11.815551782682512
37,2023-01-01,16,Italian,Mushroom Ravioli,15.5,359,28.45,2948,49462.7,16.7783921302578
38,2023-01-01,17,Asian,Korean Beef Bowl,17.95,588,35.9,3470,46720.65,13.464164265129684
38,2023-01-01,17,Asian,Pork Ramen,17.95,360,35.9,3470,46720.65,13.464164265129684
39,2023-01-01,17,Mexican,Chicken Burrito,12.95,455,12.95,2945,34796.799999999996,11.815551782682512
40,2023-01-01,17,Italian,Spaghetti & Meatballs,17.95,470,24.95,2948,49462.7,16.7783921302578
40,2023-01-01,17,American,Mac & Cheese,7.0,463,24.95,2734,28237.75,10.3283650329188
41,2023-01-01,17,Italian,Spaghetti & Meatballs,17.95,470,32.45,2948,49462.7,16.7783921302578
41,2023-01-01,17,Italian,Fettuccine Alfredo,14.5,249,32.45,2948,49462.7,16.7783921302578
42,2023-01-01,17,Asian,Orange Chicken,16.5,456,61.45,3470,46720.65,13.464164265129684
42,2023-01-01,17,Italian,Spaghetti,14.5,367,61.45,2948,49462.7,16.7783921302578
42,2023-01-01,17,Italian,Mushroom Ravioli,15.5,359,61.45,2948,49462.7,16.7783921302578
42,2023-01-01,17,Mexican,Steak Burrito,14.95,354,61.45,2945,34796.799999999996,11.815551782682512
43,2023-01-01,17,American,Hot Dog,9.0,257,36.9,2734,28237.75,10.3283650329188
43,2023-01-01,17,Mexican,Chicken Burrito,12.95,455,36.9,2945,34796.799999999996,11.815551782682512
43,2023-01-01,17,Mexican,Steak Burrito,14.95,354,36.9,2945,34796.799999999996,11.815551782682512
44,2023-01-01,17,Italian,Shrimp Scampi,19.95,239,19.95,2948,49462.7,16.7783921302578
45,2023-01-01,17,Italian,Spaghetti & Meatballs,17.95,470,42.9,2948,49462.7,16.7783921302578
45,2023-01-01,17,Asian,Korean Beef Bowl,17.95,588,42.9,3470,46720.65,13.464164265129684
45,2023-01-01,17,American,French Fries,7.0,571,42.9,2734,28237.75,10.3283650329188
46,2023-01-01,18,American,Veggie Burger,10.5,238,32.0,2734,28237.75,10.3283650329188
46,2023-01-01,18,Asian,Tofu Pad Thai,14.5,562,32.0,3470,46720.65,13.464164265129684
46,2023-01-01,18,American,French Fries,7.0,571,32.0,2734,28237.75,10.3283650329188
47,2023-01-01,18,American,Mac & Cheese,7.0,463,23.95,2734,28237.75,10.3283650329188
47,2023-01-01,18,Italian,Eggplant Parmesan,16.95,420,23.95,2948,49462.7,16.7783921302578
48,2023-01-01,18,American,Veggie Burger,10.5,238,43.95,2734,28237.75,10.3283650329188
48,2023-01-01,18,Italian,Fettuccine Alfredo,14.5,249,43.95,2948,49462.7,16.7783921302578
48,2023-01-01,18,Mexican,Chicken Torta,11.95,379,43.95,2945,34796.799999999996,11.815551782682512
48,2023-01-01,18,Mexican,Chips & Salsa,7.0,461,43.95,2945,34796.799999999996,11.815551782682512
49,2023-01-01,18,Mexican,Steak Torta,13.95,489,13.95,2945,34796.799999999996,11.815551782682512
51,2023-01-01,18,American,Hamburger,12.95,622,27.9,2734,28237.75,10.3283650329188
51,2023-01-01,18,Asian,Salmon Roll,14.95,324,27.9,3470,46720.65,13.464164265129684
52,2023-01-01,18,Asian,Korean Beef Bowl,17.95,588,40.45,3470,46720.65,13.464164265129684
52,2023-01-01,18,Italian,Mushroom Ravioli,15.5,359,40.45,2948,49462.7,16.7783921302578
52,2023-01-01,18,Mexican,Chips & Salsa,7.0,461,40.45,2945,34796.799999999996,11.815551782682512
53,2023-01-01,18,Asian,Salmon Roll,14.95,324,23.95,3470,46720.65,13.464164265129684
53,2023-01-01,18,Mexican,Chips & Guacamole,9.0,237,23.95,2945,34796.799999999996,11.815551782682512
54,2023-01-01,19,Mexican,Chicken Torta,11.95,379,18.95,2945,34796.799999999996,11.815551782682512
54,2023-01-01,19,American,French Fries,7.0,571,18.95,2734,28237.75,10.3283650329188
55,2023-01-01,19,Mexican,Steak Burrito,14.95,354,21.95,2945,34796.799999999996,11.815551782682512
55,2023-01-01,19,Mexican,Chips & Salsa,7.0,461,21.95,2945,34796.799999999996,11.815551782682512
56,2023-01-01,19,Asian,Tofu Pad Thai,14.5,562,37.0,3470,46720.65,13.464164265129684
56,2023-01-01,19,Italian,Cheese Lasagna,15.5,207,37.0,2948,49462.7,16.7783921302578
56,2023-01-01,19,American,Mac & Cheese,7.0,463,37.0,2734,28237.75,10.3283650329188
57,2023-01-01,19,Asian,Tofu Pad Thai,14.5,562,14.5,3470,46720.65,13.464164265129684
58,2023-01-01,19,Italian,Spaghetti,14.5,367,19.5,2948,49462.7,16.7783921302578
58,2023-01-01,19,Asian,Edamame,5.0,620,19.5,3470,46720.65,13.464164265129684
59,2023-01-01,19,Italian,Meat Lasagna,17.95,273,37.9,2948,49462.7,16.7783921302578
59,2023-01-01,19,Asian,Salmon Roll,14.95,324,37.9,3470,46720.65,13.464164265129684
59,2023-01-01,19,Asian,Edamame,5.0,620,37.9,3470,46720.65,13.464164265129684
60,2023-01-01,20,American,Veggie Burger,10.5,238,28.45,2734,28237.75,10.3283650329188
60,2023-01-01,20,Italian,Spaghetti & Meatballs,17.95,470,28.45,2948,49462.7,16.7783921302578
61,2023-01-01,20,American,Hamburger,12.95,622,25.9,2734,28237.75,10.3283650329188
61,2023-01-01,20,Mexican,Chicken Burrito,12.95,455,25.9,2945,34796.799999999996,11.815551782682512
62,2023-01-01,20,American,Hamburger,12.95,622,21.95,2734,28237.75,10.3283650329188
62,2023-01-01,20,Mexican,Chips & Guacamole,9.0,237,21.95,2945,34796.799999999996,11.815551782682512
63,2023-01-01,20,Asian,Salmon Roll,14.95,324,14.95,3470,46720.65,13.464164265129684
64,2023-01-01,20,Asian,Orange Chicken,16.5,456,16.5,3470,46720.65,13.464164265129684
65,2023-01-01,21,Asian,Salmon Roll,14.95,324,44.9,3470,46720.65,13.464164265129684
65,2023-01-01,21,Mexican,Steak Torta,13.95,489,44.9,2945,34796.799999999996,11.815551782682512
65,2023-01-01,21,Mexican,Chips & Salsa,7.0,461,44.9,2945,34796.799999999996,11.815551782682512
65,2023-01-01,21,Mexican,Chips & Guacamole,9.0,237,44.9,2945,34796.799999999996,11.815551782682512
66,2023-01-01,21,Asian,Tofu Pad Thai,14.5,562,32.45,3470,46720.65,13.464164265129684
66,2023-01-01,21,Asian,Pork Ramen,17.95,360,32.45,3470,46720.65,13.464164265129684
67,2023-01-01,22,American,Mac & Cheese,7.0,463,7.0,2734,28237.75,10.3283650329188
68,2023-01-01,22,Asian,Tofu Pad Thai,14.5,562,40.4,3470,46720.65,13.464164265129684
68,2023-01-01,22,Mexican,Chicken Burrito,12.95,455,40.4,2945,34796.799999999996,11.815551782682512
68,2023-01-01,22,Mexican,Chicken Burrito,12.95,455,40.4,2945,34796.799999999996,11.815551782682512
69,2023-01-01,22,American,Hamburger,12.95,622,12.95,2734,28237.75,10.3283650329188
70,2023-01-02,11,Italian,Meat Lasagna,17.95,273,28.45,2948,49462.7,16.7783921302578
70,2023-01-02,11,Mexican,Cheese Quesadillas,10.5,233,28.45,2945,34796.799999999996,11.815551782682512
71,2023-01-02,11,American,French Fries,7.0,571,7.0,2734,28237.75,10.3283650329188
72,2023-01-02,11,Italian,Chicken Parmesan,17.95,364,17.95,2948,49462.7,16.7783921302578
73,2023-01-02,11,American,French Fries,7.0,571,7.0,2734,28237.75,10.3283650329188
74,2023-01-02,12,Italian,Spaghetti,14.5,367,58.95,2948,49462.7,16.7783921302578
74,2023-01-02,12,Italian,Mushroom Ravioli,15.5,359,58.95,2948,49462.7,16.7783921302578
74,2023-01-02,12,Italian,Shrimp Scampi,19.95,239,58.95,2948,49462.7,16.7783921302578
74,2023-01-02,12,Mexican,Chips & Guacamole,9.0,237,58.95,2945,34796.799999999996,11.815551782682512
75,2023-01-02,12,Mexican,Chicken Burrito,12.95,455,40.4,2945,34796.799999999996,11.815551782682512
75,2023-01-02,12,Italian,Cheese Lasagna,15.5,207,40.4,2948,49462.7,16.7783921302578
75,2023-01-02,12,Asian,California Roll,11.95,355,40.4,3470,46720.65,13.464164265129684
76,2023-01-02,12,Asian,Orange Chicken,16.5,456,59.4,3470,46720.65,13.464164265129684
76,2023-01-02,12,Asian,Korean Beef Bowl,17.95,588,59.4,3470,46720.65,13.464164265129684
76,2023-01-02,12,Italian,Meat Lasagna,17.95,273,59.4,2948,49462.7,16.7783921302578
76,2023-01-02,12,Mexican,Chips & Salsa,7.0,461,59.4,2945,34796.799999999996,11.815551782682512
77,2023-01-02,12,American,Hamburger,12.95,622,30.9,2734,28237.75,10.3283650329188
77,2023-01-02,12,Asian,Korean Beef Bowl,17.95,588,30.9,3470,46720.65,13.464164265129684
78,2023-01-02,12,Asian,Orange Chicken,16.5,456,80.9,3470,46720.65,13.464164265129684
78,2023-01-02,12,Asian,Tofu Pad Thai,14.5,562,80.9,3470,46720.65,13.464164265129684
78,2023-01-02,12,Italian,Spaghetti & Meatballs,17.95,470,80.9,2948,49462.7,16.7783921302578
78,2023-01-02,12,Asian,Pork Ramen,17.95,360,80.9,3470,46720.65,13.464164265129684
78,2023-01-02,12,Mexican,Chips & Salsa,7.0,461,80.9,2945,34796.799999999996,11.815551782682512
78,2023-01-02,12,American,French Fries,7.0,571,80.9,2734,28237.75,10.3283650329188
79,2023-01-02,12,Asian,Pork Ramen,17.95,360,39.9,3470,46720.65,13.464164265129684
79,2023-01-02,12,Asian,Salmon Roll,14.95,324,39.9,3470,46720.65,13.464164265129684
79,2023-01-02,12,American,French Fries,7.0,571,39.9,2734,28237.75,10.3283650329188
80,2023-01-02,12,Asian,Edamame,5.0,620,12.0,3470,46720.65,13.464164265129684
80,2023-01-02,12,American,French Fries,7.0,571,12.0,2734,28237.75,10.3283650329188
81,2023-01-02,12,American,French Fries,7.0,571,7.0,2734,28237.75,10.3283650329188
82,2023-01-02,12,Asian,Orange Chicken,16.5,456,54.4,3470,46720.65,13.464164265129684
82,2023-01-02,12,American,Cheeseburger,13.95,583,54.4,2734,28237.75,10.3283650329188
82,2023-01-02,12,Mexican,Chips & Salsa,7.0,461,54.4,2945,34796.799999999996,11.815551782682512
82,2023-01-02,12,Italian,Eggplant Parmesan,16.95,420,54.4,2948,49462.7,16.7783921302578
83,2023-01-02,12,American,Mac & Cheese,7.0,463,7.0,2734,28237.75,10.3283650329188
84,2023-01-02,13,Asian,Edamame,5.0,620,5.0,3470,46720.65,13.464164265129684
85,2023-01-02,13,Asian,Tofu Pad Thai,14.5,562,50.95,3470,46720.65,13.464164265129684
85,2023-01-02,13,Asian,Tofu Pad Thai,14.5,562,50.95,3470,46720.65,13.464164265129684
85,2023-01-02,13,Mexican,Chicken Burrito,12.95,455,50.95,2945,34796.799999999996,11.815551782682512
85,2023-01-02,13,Asian,Potstickers,9.0,205,50.95,3470,46720.65,13.464164265129684
86,2023-01-02,13,Asian,Korean Beef Bowl,17.95,588,17.95,3470,46720.65,13.464164265129684
87,2023-01-02,14,Asian,Pork Ramen,17.95,360,51.45,3470,46720.65,13.464164265129684
87,2023-01-02,14,Italian,Mushroom Ravioli,15.5,359,51.45,2948,49462.7,16.7783921302578
87,2023-01-02,14,Mexican,Chips & Guacamole,9.0,237,51.45,2945,34796.799999999996,11.815551782682512
87,2023-01-02,14,Mexican,Chips & Guacamole,9.0,237,51.45,2945,34796.799999999996,11.815551782682512
88,2023-01-02,14,Italian,Spaghetti,14.5,367,14.5,2948,49462.7,16.7783921302578
89,2023-01-02,14,Mexican,Cheese Quesadillas,10.5,233,17.5,2945,34796.799999999996,11.815551782682512
89,2023-01-02,14,American,French Fries,7.0,571,17.5,2734,28237.75,10.3283650329188
90,2023-01-02,15,Mexican,Steak Torta,13.95,489,20.95,2945,34796.799999999996,11.815551782682512
90,2023-01-02,15,American,French Fries,7.0,571,20.95,2734,28237.75,10.3283650329188
91,2023-01-02,15,American,Hamburger,12.95,622,28.45,2734,28237.75,10.3283650329188
91,2023-01-02,15,American,Veggie Burger,10.5,238,28.45,2734,28237.75,10.3283650329188
91,2023-01-02,15,Asian,Edamame,5.0,620,28.45,3470,46720.65,13.464164265129684
92,2023-01-02,15,American,Hamburger,12.95,622,112.69999999999999,2734,28237.75,10.3283650329188
92,2023-01-02,15,Mexican,Chicken Burrito,12.95,455,112.69999999999999,2945,34796.799999999996,11.815551782682512
92,2023-01-02,15,Mexican,Chicken Burrito,12.95,455,112.69999999999999,2945,34796.799999999996,11.815551782682512
92,2023-01-02,15,Italian,Meat Lasagna,17.95,273,112.69999999999999,2948,49462.7,16.7783921302578
92,2023-01-02,15,Asian,Edamame,5.0,620,112.69999999999999,3470,46720.65,13.464164265129684
92,2023-01-02,15,Mexican,Steak Burrito,14.95,354,112.69999999999999,2945,34796.799999999996,11.815551782682512
92,2023-01-02,15,Italian,Chicken Parmesan,17.95,364,112.69999999999999,2948,49462.7,16.7783921302578
92,2023-01-02,15,Mexican,Chips & Guacamole,9.0,237,112.69999999999999,2945,34796.799999999996,11.815551782682512
92,2023-01-02,15,Asian,Potstickers,9.0,205,112.69999999999999,3470,46720.65,13.464164265129684
93,2023-01-02,15,Mexican,Steak Torta,13.95,489,13.95,2945,34796.799999999996,11.815551782682512
94,2023-01-02,16,Asian,Pork Ramen,17.95,360,24.95,3470,46720.65,13.464164265129684
94,2023-01-02,16,American,Mac & Cheese,7.0,463,24.95,2734,28237.75,10.3283650329188
95,2023-01-02,16,Asian,California Roll,11.95,355,26.9,3470,46720.65,13.464164265129684
95,2023-01-02,16,Mexican,Steak Burrito,14.95,354,26.9,2945,34796.799999999996,11.815551782682512
96,2023-01-02,16,Asian,California Roll,11.95,355,11.95,3470,46720.65,13.464164265129684
97,2023-01-02,16,Asian,Orange Chicken,16.5,456,16.5,3470,46720.65,13.464164265129684
98,2023-01-02,17,Asian,Tofu Pad Thai,14.5,562,26.45,3470,46720.65,13.464164265129684
98,2023-01-02,17,Asian,California Roll,11.95,355,26.45,3470,46720.65,13.464164265129684
99,2023-01-02,17,Mexican,Chicken Burrito,12.95,455,12.95,2945,34796.799999999996,11.815551782682512
100,2023-01-02,17,Asian,Korean Beef Bowl,17.95,588,17.95,3470,46720.65,13.464164265129684
101,2023-01-02,17,American,Cheeseburger,13.95,583,36.45,2734,28237.75,10.3283650329188
101,2023-01-02,17,Asian,Edamame,5.0,620,36.45,3470,46720.65,13.464164265129684
101,2023-01-02,17,Mexican,Cheese Quesadillas,10.5,233,36.45,2945,34796.799999999996,11.815551782682512
101,2023-01-02,17,Mexican,Chips & Salsa,7.0,461,36.45,2945,34796.799999999996,11.815551782682512
102,2023-01-02,17,American,Hamburger,12.95,622,24.9,2734,28237.75,10.3283650329188
102,2023-01-02,17,Mexican,Chicken Torta,11.95,379,24.9,2945,34796.799999999996,11.815551782682512
103,2023-01-02,18,Mexican,Chips & Guacamole,9.0,237,9.0,2945,34796.799999999996,11.815551782682512
104,2023-01-02,18,American,Hamburger,12.95,622,56.849999999999994,2734,28237.75,10.3283650329188
104,2023-01-02,18,American,Hot Dog,9.0,257,56.849999999999994,2734,28237.75,10.3283650329188
104,2023-01-02,18,Italian,Meat Lasagna,17.95,273,56.849999999999994,2948,49462.7,16.7783921302578
104,2023-01-02,18,Italian,Eggplant Parmesan,16.95,420,56.849999999999994,2948,49462.7,16.7783921302578
105,2023-01-02,18,Asian,Korean Beef Bowl,17.95,588,34.9,3470,46720.65,13.464164265129684
105,2023-01-02,18,Asian,Edamame,5.0,620,34.9,3470,46720.65,13.464164265129684
105,2023-01-02,18,Mexican,Chicken Torta,11.95,379,34.9,2945,34796.799999999996,11.815551782682512
106,2023-01-02,18,Italian,Mushroom Ravioli,15.5,359,22.5,2948,49462.7,16.7783921302578
106,2023-01-02,18,Mexican,Chips & Salsa,7.0,461,22.5,2945,34796.799999999996,11.815551782682512
107,2023-01-02,18,American,Cheeseburger,13.95,583,50.849999999999994,2734,28237.75,10.3283650329188
107,2023-01-02,18,Mexican,Chicken Burrito,12.95,455,50.849999999999994,2945,34796.799999999996,11.815551782682512
107,2023-01-02,18,Mexican,Chips & Salsa,7.0,461,50.849999999999994,2945,34796.799999999996,11.815551782682512
107,2023-01-02,18,Italian,Eggplant Parmesan,16.95,420,50.849999999999994,2948,49462.7,16.7783921302578
108,2023-01-02,18,Asian,Tofu Pad Thai,14.5,562,41.45,3470,46720.65,13.464164265129684
108,2023-01-02,18,Asian,Korean Beef Bowl,17.95,588,41.45,3470,46720.65,13.464164265129684
108,2023-01-02,18,Mexican,Chips & Guacamole,9.0,237,41.45,2945,34796.799999999996,11.815551782682512
109,2023-01-02,18,Asian,Pork Ramen,17.95,360,47.849999999999994,3470,46720.65,13.464164265129684
109,2023-01-02,18,Mexican,Chicken Burrito,12.95,455,47.849999999999994,2945,34796.799999999996,11.815551782682512
109,2023-01-02,18,Asian,Edamame,5.0,620,47.849999999999994,3470,46720.65,13.464164265129684
109,2023-01-02,18,Mexican,Chicken Torta,11.95,379,47.849999999999994,2945,34796.799999999996,11.815551782682512
110,2023-01-02,18,Asian,Orange Chicken,16.5,456,45.95,3470,46720.65,13.464164265129684
110,2023-01-02,18,Asian,California Roll,11.95,355,45.95,3470,46720.65,13.464164265129684
110,2023-01-02,18,Mexican,Cheese Quesadillas,10.5,233,45.95,2945,34796.799999999996,11.815551782682512
110,2023-01-02,18,Mexican,Chips & Salsa,7.0,461,45.95,2945,34796.799999999996,11.815551782682512
111,2023-01-02,18,American,Cheeseburger,13.95,583,53.4,2734,28237.75,10.3283650329188
111,2023-01-02,18,Italian,Spaghetti,14.5,367,53.4,2948,49462.7,16.7783921302578
111,2023-01-02,18,Asian,Edamame,5.0,620,53.4,3470,46720.65,13.464164265129684
111,2023-01-02,18,Italian,Shrimp Scampi,19.95,239,53.4,2948,49462.7,16.7783921302578
112,2023-01-02,18,Asian,Edamame,5.0,620,5.0,3470,46720.65,13.464164265129684
113,2023-01-02,18,American,Cheeseburger,13.95,583,36.45,2734,28237.75,10.3283650329188
113,2023-01-02,18,Italian,Mushroom Ravioli,15.5,359,36.45,2948,49462.7,16.7783921302578
113,2023-01-02,18,American,Mac & Cheese,7.0,463,36.45,2734,28237.75,10.3283650329188
114,2023-01-02,18,Asian,Edamame,5.0,620,18.95,3470,46720.65,13.464164265129684
114,2023-01-02,18,Mexican,Steak Torta,13.95,489,18.95,2945,34796.799999999996,11.815551782682512
